"","Title","Authors","pmid","DOI","is_research.x","is_review.x","is_open_data","open_data_statements","is_open_code","open_code_statements","is_coi_pred","coi_text","is_fund_pred","fund_text","is_register_pred","register_text","is_success.y","Publication.Year","Journal.Book"
"56","Clinical characteristics of acute Q fever patients in South Korea and time from symptom onset to serologic diagnosis","Heo JY, Choi YW, Kim EJ, Lee SH, Lim SK, Hwang SD, Lee JY, Jeong HW.",31660875,"10.1186/s12879-019-4479-0",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Competing interests The authors declare that they have no competing interests.",TRUE,"Funding None.",FALSE,"",TRUE,2019,"BMC Infect Dis"
"57","Quantifying risks and interventions that have affected the burden of diarrhoea among children younger than 5 years: an analysis of the Global Burden of Disease Study 2017","GBD 2017 Diarrhoeal Disease Collaborators.",31678029,"10.1016/S1473-3099(19)30401-3",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Declaration of interests SLJ reports grants from Sanofi Pasteur during the conduct of the study. MJP reports grants from Asc Academics, AstraZeneca, Bayer, BioMerieux, Boehringer Ingelheim, Bristol-Myers Squibb, GlaxoSmithKline, IQVIA, Merck Sharp & Dohme, Novavax, Pfizer, and Sanofi; personal fees from Asc Academics, Astra Zeneca, Boehringer Ingelheim, Bristol-Myers Squibb, GlaxoSmithKline, Ingress Health, IQVIA, Merck Sharp & Dohme, Novartis, Novavax, Pharmerit, Pfizer, Quintiles, and Sanofi; non-financial support Asc Academics; owning 2% of Ingress Health stocks and 100% of Pharmacoeconomics Advice Groningen stocks; and acting as advisor for Asc Academics outside of the submitted work. All other authors declare no competing interests.",TRUE,"AcknowledgmentsSMA acknowledges the International Centre for Casemix and Clinical Coding, Faculty of Medicine, National University of Malaysia and Department of Health Policy and Management, Faculty of Public Health, Kuwait University for their approval and support to participate in this research project. AsA acknowledges funding support from the Department of Science and Technology, Government of India through the INSPIRE faculty scheme. AlaB acknowledges support from the Public Health Agency of Canada. AleB acknowledges support for research from the Project of 10.13039/501100004564Ministry of Education, Science and Technology of the Republic of Serbia (number III45005). FC acknowledges funding support from Foundation for Science and Technology/Minister of Science, Technology, and Higher Education through national funds (UID/MULTI/04378/2019 and UID/QUI/50006/2019). AMS was supported by the Egyptian Fulbright Mission Program. MMSM acknowledges the support from the 10.13039/501100004564Ministry of Education, Science and Technological Development, Republic of Serbia (Contract No. 175087). AS acknowledges support from Health Data Research UK. Editorial note: The Lancet Group takes a neutral position with respect to territorial claims in published maps and institutional affiliations.",FALSE,"",TRUE,2019,"Lancet Infect Dis"
"58","Different mechanisms of two anti-anthrax protective antigen antibodies and function comparison between them","Xiong S, Zhou T, Zheng F, Liang X, Cao Y, Wang C, Feng Z, Tang Q, Zhu J.",31699037,"10.1186/s12879-019-4508-z",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Competing interests The authors declare that they have no competing interests.",TRUE,"Funding This work is supported by the National Science and Technology Key Project on Major Infectious Diseases (2017ZX10303401, BWS17J034) for analysis; the National Natural Science Foundation (No. 31170884) for designing the study, the Science Fund of Jiangsu Province, China (No. BE2018617) for interpretation the study.",FALSE,"",TRUE,2019,"BMC Infect Dis"
"59","Bacteriological profile, risk factors and antimicrobial susceptibility patterns of symptomatic urinary tract infection among students of Mekelle University, northern Ethiopia","Gebremariam G, Legese H, Woldu Y, Araya T, Hagos K, GebreyesusWasihun A.",31703645,"10.1186/s12879-019-4610-2",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Competing interests The authors declare that they have no competing interests.",TRUE,"Funding Not applicable.",FALSE,"",TRUE,2019,"BMC Infect Dis"
"60","Prevalence of Viremic hepatitis C, hepatitis B, and HIV infection, and vaccination status among prisoners in Stockholm County","Gahrton C, Westman G, Lindahl K, Öhrn F, Dalgard O, Lidman C, Nilsson LH, Said K, Duberg AS, Aleman S.",31706284,"10.1186/s12879-019-4581-3",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Competing interests K. L. has received honoraria for lectures/consultancy fee from AbbVie, Gilead, BMS and MSD and research grant from Abbvie and MSD. F. Ö. has received honoraria for lectures from AbbVie. O. D. has received honoraria for lectures/consultancy fee from AbbVie, Gilead, MSD/Merck and research grants from AbbVie, Gilead, and MES/Merck. A.D. has received honoraria for lectures/consultancy fee from AbbVie, BMS, Gilead and MSD. S. A. has received honoraria for lectures/consultancy fee from AbbVie, BMS, Gilead, MSD/Merck and research grants from AbbVie and Gilead.",TRUE,"Funding This study has been financially supported by grant from ALF (agreement concerning research and education of doctors), and within a Prison project in collaboration with AbbVie, BMS, Gilead and ICT and Health Support. None of the funding sources was involved in the study design, data collection and analysis, interpretation of data, or writing the manuscript.",FALSE,"",TRUE,2019,"BMC Infect Dis"
"61","Global Epidemiology of Buruli Ulcer, 2010-2017, and Analysis of 2014 WHO Programmatic Targets","Omansen TF, Erbowor-Becksen A, Yotsu R, van der Werf TS, Tiendrebeogo A, Grout L, Asiedu K.",31742506,"10.3201/eid2512.190427",FALSE,TRUE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2019,"Emerg Infect Dis"
"62","Streptococcus suis-Associated Meningitis, Bali, Indonesia, 2014-2017","Susilawathi NM, Tarini NMA, Fatmawati NND, Mayura PIB, Suryapraba AAA, Subrata M, Sudewi AAR, Mahardika GN.",31742523,"10.3201/eid2512.181709",TRUE,FALSE,TRUE,"the sequence of cps2i of our isolates are available in genbank (accession nos mn395406-34).",FALSE,"",FALSE,"",TRUE,"This study was funded by a Research Group Grant of The Research and Development of the Faculty of Medicine, Udayana University of Bali, in 2017.",FALSE,"",TRUE,2019,"Emerg Infect Dis"
"63","Development of a high number, high coverage dog rabies vaccination programme in Sri Lanka","Sánchez-Soriano C, Gibson AD, Gamble L, Burdon Bailey JL, Green S, Green M, Bronsvoort BMD, Handel IG, Mellanby RJ, Mazeri S.",31747889,"10.1186/s12879-019-4585-z",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Competing interests The authors declare that they have no competing interests.",TRUE,"Funding Barend M. deC. Bronsvoort was supported through BBSRC through the Institute Strategic Programme funding (BB/J004235/1 and BB/P013740/1). The funders had no role in study design, data collection and analysis, decision to publish or preparation of the manuscript.",FALSE,"",TRUE,2019,"BMC Infect Dis"
"64","Men at risk of gonococcal urethritis: a case-control study in a Darwin sexual health clinic","Chen W, Connor S, Gunathilake M.",31752720,"10.1186/s12879-019-4625-8",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Competing interests The authors declare that they have no competing interests.",TRUE,"Funding The authors received no specific funding for this work.",FALSE,"",TRUE,2019,"BMC Infect Dis"
"65","Rotavirus symptomatic infection among unvaccinated and vaccinated children in Valencia, Spain","Pérez-Ortín R, Santiso-Bellón C, Vila-Vicent S, Carmona-Vicente N, Rodríguez-Díaz J, Buesa J.",31771522,"10.1186/s12879-019-4550-x",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Competing interests JB has received research grant support from GlaxoSmithKline Biologicals and Sanofi Pasteur MSD for work on rotavirus. The other authors declare no competing interests.",TRUE,"Funding This study was supported by “EuroRotaNet: European Rotavirus Strain Surveillance Network” (http://www.eurorotanet.com). EuroRotaNet activities are funded by the collaborating institutes and an unrestricted educational grant jointly from GlaxoSmithKline Biologicals and Sanofi Pasteur MSD. The funding body had no role in the design of the study and collection, analysis, and interpretation of data and in writing the manuscript.",FALSE,"",TRUE,2019,"BMC Infect Dis"
"66","HepCare Europe: a service innovation project. HepCheck: enhancing HCV identification and linkage to care for vulnerable populations through intensified outreach screening. A prospective multisite feasibility study","Barror S, Avramovic G, Oprea C, Surey J, Story A, Macías J, Cullen W, Crowley D, Horan A, Naughton AM, Iglesias M, Ianache I, Lazar S, Popa I, McHugh T, Menezes D, Tinago W, Lambert JS.",31782499,"10.1093/jac/dkz455",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Transparency declarationsJ.S.L. has received non-restricted grants from Gilead, Abbvie and MSD for hepatitis C-related educational and research activities. J.S.L. has received honoraria for advisory board meetings on HIV and HCV, organized by Gilead, Abbvie, Glaxo Smith Kline, Viiv, and Merck. W.C. has been a principal investigator on research projects funded by the Health Research Board of Ireland, the European Commission Third Health Program and Ireland’s Health Services Executive. W.C. has also been a co-investigator on projects funded by Gilead and Abbvie. J.M. has served as an investigator in clinical trials supported by Bristol Myers-Squibb, Gilead and MSD. J.M. has also served as a paid lecturer for Gilead, Bristol-Myers-Squibb, and MSD, and has received consultancy fees from Bristol Myers-Squibb, Gilead and MSD. J.M. has received a grant from the Servicio Andaluz de Salud de la Junta de Andalucia. C.O. has served as a paid speaker for Janssen, BMS and Abbvie; has served as an advisory board member for Teva, ViiV and Gilead, and as a principal investigator on clinical trials supported by ViiV, and as a co-investigator on clinical trials supported by Abbvie and Tibot. All other authors: none to declare.This article forms part of a Supplement sponsored by the HepCare Europe Project.",TRUE,"Funding This research was co- funded by the Health Programme of the European Union (Grant Agreement 709844) and the Irish Health Service Executive.",FALSE,"",TRUE,2019,"J Antimicrob Chemother"
"67","How heterogeneous are MSM from Brazilian cities? An analysis of sexual behavior and perceived risk and a description of trends in awareness and willingness to use pre-exposure prophylaxis","Torres TS, Marins LMS, Veloso VG, Grinsztejn B, Luz PM.",31856746,"10.1186/s12879-019-4704-x",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Competing interests The authors declare that they have no competing interests.",TRUE,"Funding Gilead Sciences covered the costs related to advertisement of the survey on 2016 and 2017. The 2018 survey was made possible thanks to Unitaid’s funding and support. Unitaid accelerates access to innovative health products and lays the foundations for their scale-up by countries and partners. Gilead and Unitaid played no role in the study design, collection, analysis, or interpretation of data, the writing of the manuscript, or the decision to submit this manuscript for publication.",FALSE,"",TRUE,2019,"BMC Infect Dis"
"68","Carrier-Induced Hyporesponsiveness to Pneumococcal Conjugate Vaccines: Unraveling the Influence of Serotypes, Timing, and Previous Vaccine Dose","Dagan R, Jiang Q, Juergens C, Trammel J, Gruber WC, Scott DA.",31995183,"10.1093/cid/ciaa083",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Potential conflicts of interest.  R. D. has received in the last 3 years grants/research support from Pfizer and Merck Sharp & Dohme (MSD); has been a scientific consultant for Pfizer, MSD, and MeMed; and has been a speaker for Pfizer. Q. J., C. J., W. C. G., D. A. S., and J. T. are employees of Pfizer Inc and may be shareholders. J. T. was an employee of Syneos Health at the time of the study and a paid contractor to Pfizer Inc in the development of this manuscript. All authors have submitted the ICMJE Form for Disclosure of Potential Conflicts of Interest. Conflicts that the editors consider relevant to the content of the manuscript have been disclosed. Potential conflicts of interest.",TRUE,"Financial support.  This work was supported by Pfizer Inc. Financial support.",TRUE,"Clinical Trials Registration NCT00508742.",TRUE,2021,"Clin Infect Dis"
"69","Decline in Hepatitis C Virus (HCV) Incidence in Men Who Have Sex With Men Living With Human Immunodeficiency Virus: Progress to HCV Microelimination in the United Kingdom?","Garvey LJ, Cooke GS, Smith C, Stingone C, Ghosh I, Dakshina S, Jain L, Waters LJ, Mahungu T, Ferro F, Sood C, Freeman C, Phillips C, Dhairyawan R, Burholt R, Sharp H, Ullah S, Gilleece Y, Brown A, Orkin C, Rodger A, Bhagani S.",32211763,"10.1093/cid/ciaa021",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Potential conflicts of interest.  A. B. reports grants from Gilead and personal fees from AbbVie and Merck Sharp & Dohme (MSD). G. S. C. has provided consultancy for Gilead Inc and lectured for MSD. L. J. G. reports advisory/speaker fees or conference support from Gilead and Janssen. L. J. W. reports advisory/speaker fees or conference support from Gilead, ViiV, Janssen, MSD, Cipla, and Mylan. Y. G. reports advisory/speaker fees or conference support from Gilead, ViiV, Janssen, and MSD. C. Smith reports personal fees for preparation of educational materials from Gilead Sciences and ViiV. C. O. reports research funding to Institution for investigator-led clinical trials from Gilead, MSD, ViiV, GlaxoSmithKline (GSK), and Janssen and reports advisory/speaker fees and travel scholarships from Gilead, MSD, ViiV, GSK, and Janssen. I. G. reports conference support from Gilead. S. B. reports speaker fees and advisory board fees from AbbVie and Gilead. All other authors report no potential conflicts. All authors have submitted the ICMJE Form for Disclosure of Potential Conflicts of Interest. Conflicts that the editors consider relevant to the content of the manuscript have been disclosed. Potential conflicts of interest.",TRUE,"Financial support.  The work was supported, in part, by the Biomedical Research Centre of the Imperial College National Health Service Trust and an National Institute for Health Research Professorship awarded to G. C. Financial support.",FALSE,"",TRUE,2021,"Clin Infect Dis"
"70","Saliva sample as a non-invasive specimen for the diagnosis of coronavirus disease 2019: a cross-sectional study","Pasomsub E, Watcharananan SP, Boonyawat K, Janchompoo P, Wongtabtim G, Suksuwan W, Sungkanuparph S, Phuphuakrat A.",32422408,"10.1016/j.cmi.2020.05.001",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",TRUE,"Funding This study was supported by a grant from the 10.13039/501100013238Faculty of Medicine Ramathibodi Hospital, Mahidol University.",FALSE,"",TRUE,2021,"Clin Microbiol Infect"
"71","The Safety of Delayed Versus Immediate Antibiotic Prescribing for Upper Respiratory Tract Infections","van Staa TP, Palin V, Brown B, Welfare W, Li Y, Ashcroft DM.",32594104,"10.1093/cid/ciaa890",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Potential conflicts of interest.  The authors: No reported conflicts of interest. All authors have submitted the ICMJE Form for Disclosure of Potential Conflicts of Interest. Potential conflicts of interest.",TRUE,"Financial support.  Connected Health Cities is a Northern Health Science Alliance–led program funded by the Department of Health and delivered by a consortium of academic and NHS organizations across the north of England. This study is partly based on data from the Clinical Practice Research Datalink obtained under license from the MHRA. The data are provided by patients and collected by the NHS as part of their care and support. This study also used anonymized data held in the SAIL system, which is part of the national e-health records infrastructure for Wales.  Financial support.",FALSE,"",TRUE,2021,"Clin Infect Dis"
"72","Comparing Nasopharyngeal and Midturbinate Nasal Swab Testing for the Identification of Severe Acute Respiratory Syndrome Coronavirus 2","Pinninti S, Trieu C, Pati SK, Latting M, Cooper J, Seleme MC, Boppana S, Arora N, Britt WJ, Boppana SB.",32596725,"10.1093/cid/ciaa882",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis"
"73","A Randomized Phase 4 Study of Immunogenicity and Safety After Monovalent Oral Type 2 Sabin Poliovirus Vaccine Challenge in Children Vaccinated with Inactivated Poliovirus Vaccine in Lithuania","Bandyopadhyay AS, Gast C, Brickley EB, Rüttimann R, Clemens R, Oberste MS, Weldon WC, Ackerman ME, Connor RI, Wieland-Alter WF, Wright P, Usonis V.",32621741,"10.1093/infdis/jiaa390",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Potential conflicts of interest.  A. S. B. is a salaried employee, and C. G. and R. C. are paid consultants of the Bill & Melinda Gates Foundation, which financed the study. R. R. is a salaried employee of FIDEC, the study sponsor. All other authors report no potential conflicts, other than grant payments to their respective institutions for performing the work. All authors have submitted the ICMJE Form for Disclosure of Potential Conflicts of Interest. Conflicts that the editors consider relevant to the content of the manuscript have been disclosed. Potential conflicts of interest.",TRUE,"Financial support.  This study was sponsored by the Fighting Infectious Diseases in Emerging Countries (FIDEC) corporation. Grant funding was provided by the Bill & Melinda Gates Foundation. Financial support.",TRUE,"This open-label, phase 4 study was conducted between 7 January 2016 and 12 May 2016 in 3 outpatient clinics located in Lithuania: Centro Poliklinika and Naujininku Poliklinika, both in Vilnius, and UAB Inmedica in Kaunas. The protocol was approved by the local institutional review board and registered on ClinicalTrials.gov (NCT02582255). The study was performed according to current International Council for Harmonisation and Good Clinical Practice guidelines. Coprimary objectives were to assess safety, as occurrence of severe adverse events (AEs), serious AEs (SAEs), and important medical events (IMEs) related to the vaccination, and humoral immunogenicity, as the type 2 seroprotection rate 28 days after the first mOPV2 dose. Secondary objectives included assessment of all SAEs or IMEs and any solicited or unsolicited AEs throughout the study, and humoral immunogenicity to all 3 poliovirus types at 7 and 28 days after each vaccination. An exploratory objective was assessment of viral shedding, later augmented with an evaluation of intestinal immunity at baseline and after each dose.",TRUE,2021,"J Infect Dis"
"74","Development and Validation of a Nomogram for Assessing Survival in Patients With COVID-19 Pneumonia","Dong YM, Sun J, Li YX, Chen Q, Liu QQ, Sun Z, Pang R, Chen F, Xu BY, Manyande A, Clark TG, Li JP, Orhan IE, Tian YK, Wang T, Wu W, Ye DW.",32649738,"10.1093/cid/ciaa963",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis"
"75","Long-term Outcome of Short-course High-dose Glucocorticoids for Severe Acute Respiratory Syndrome (SARS): A 17-Year Follow-up in SARS Survivors","Sing CW, Tan KCB, Wong ICK, Cheung BMY, Cheung CL.",32671407,"10.1093/cid/ciaa992",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis"
"76","Comparing Nasopharyngeal Swab and Early Morning Saliva for the Identification of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)","Rao M, Rashid FA, Sabri FSAH, Jamil NN, Zain R, Hashim R, Amran F, Kok HT, Samad MAA, Ahmad N.",32761244,"10.1093/cid/ciaa1156",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Potential conflicts of Interest.  The authors: No reported conflicts of interest. All authors have submitted the ICMJE Form for Disclosure of Potential Conflicts of Interest. Potential conflicts of Interest.",TRUE,"Financial support.  This study was supported by a grant from the National Institute of Malaysia, Ministry of Health, Malaysia (NMRR-20-860-54884). Financial support.",FALSE,"",TRUE,2021,"Clin Infect Dis"
"77","Coronavirus Disease 2019 in Solid Organ Transplant: A Multicenter Cohort Study","Kates OS, Haydel BM, Florman SS, Rana MM, Chaudhry ZS, Ramesh MS, Safa K, Kotton CN, Blumberg EA, Besharatian BD, Tanna SD, Ison MG, Malinis M, Azar MM, Rakita RM, Morilla JA, Majeed A, Sait AS, Spaggiari M, Hemmige V, Mehta SA, Neumann H, Badami A, Goldman JD, Lala A, Hemmersbach-Miller M, McCort ME, Bajrovic V, Ortiz-Bautista C, Friedman-Moraco R, Sehgal S, Lease ED, Fisher CE, Limaye AP; UW COVID-19 SOT Study Team.",32766815,"10.1093/cid/ciaa1097",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis"
"78","AVIFAVIR for Treatment of Patients With Moderate Coronavirus Disease 2019 (COVID-19): Interim Results of a Phase II/III Multicenter Randomized Clinical Trial","Ivashchenko AA, Dmitriev KA, Vostokova NV, Azarova VN, Blinow AA, Egorova AN, Gordeev IG, Ilin AP, Karapetian RN, Kravchenko DV, Lomakin NV, Merkulova EA, Papazova NA, Pavlikova EP, Savchuk NP, Simakina EN, Sitdekov TA, Smolyarchuk EA, Tikhomolova EG, Yakubova EV, Ivachtchenko AV.",32770240,"10.1093/cid/ciaa1176",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Potential conflicts of interest.  Chromis LLC is a joint venture of Russian Direct Investment Fund and ChemRar Group. The active pharmaceutical ingredient synthesis and the final drug product manufacturing were performed at the GMP facility of Chemical Diversity Research Institute, a company of ChemRar Group. Preclinical studies were performed at the Biology department of Chemical Diversity Research Institute, a company of ChemRar Group. The clinical trial was organized by IPHARMA LLC, a contract research organization of ChemRar Group. A.A.B. reports copyright applications 2020724142 (AVIFAVIR) and 2020724139 (АВИФАВИР) pending. K.A.D. is CEO of Russian Direct Investment Fund (RDIF) which is an investor of Chromis LLC, a producer of Avifavir. A.P.I. reports patent application 2020116521 pending. A.V.I. reports patents 2020116521 and 2020117666 pending. A.A.I. reports patent Application RU No. 2020116521 pending, a patent Application RU No. 2020117666 pending, a patent Copyright Application RU No. 2020724142 pending, and a patent Copyright Application RU No. 2020724139 pending and is the founder of Chemrar Pharma LLC—one of the founders of Chromis LLC. D.V.K. and N.P.S. has a patent Application RU No. 2020116521 pending, a patent Application RU No. 2020117666 pending, a patent Copyright Application RU No. 2020724142 pending, and a patent Copyright Application RU No. 2020724139 pending and are founders of IPHARMA LLC, which conducted clinical trials of Avifavir and is one of the founders of Chromis LLC. N.A.P. reports patent Application RU No. 2020116521 pending. T.S. is the Deputy CEO of Russian Direct Investment Fund (RDIF) which is an investor of Chromis LLC, a producer of Avifavir. E.V.Y. has a patent Copyright Application RU No. 2020724142 pending, and a patent Copyright Application RU No. 2020724139 pending and is CEO of ChemRar Pharma LLC—one of the founders of Chromis LLC. All other authors report no potential conflicts. All authors have submitted the ICMJE Form for Disclosure of Potential Conflicts of Interest. Conflicts that the editors consider relevant to the content of the manuscript have been disclosed. Potential conflicts of interest .",TRUE,"Financial support.  This work was supported by the Russian Direct Investment Fund, the Ministry of Industry and Trade of the Russian Federation and the Skolkovo Innovation Center. Financial support.",TRUE,"Clinical Trials Registration . NCT04434248.",TRUE,2021,"Clin Infect Dis"
"79","A Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Prediction Model From Standard Laboratory Tests","Bayat V, Phelps S, Ryono R, Lee C, Parekh H, Mewton J, Sedghi F, Etminani P, Holodniy M.",32785701,"10.1093/cid/ciaa1175",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Potential conflicts of interest.  The authors, with the exception of M. H., are all employees of Bitscopic, Inc. Otherwise they declare no conflicts of interest. All authors have submitted the ICMJE Form for Disclosure of Potential Conflicts of Interest. Conflicts that the editors consider relevant to the content of the manuscript have been disclosed. Potential conflicts of interest.",TRUE,"Financial support.  This work was supported by Bitscopic’s R&D budget and intramural funding from the Department of Veterans Affairs. Financial support.",FALSE,"",TRUE,2021,"Clin Infect Dis"
"80","Patient Characteristics and Outcomes of 11 721 Patients With Coronavirus Disease 2019 (COVID-19) Hospitalized Across the United States","Fried MW, Crawford JM, Mospan AR, Watkins SE, Munoz B, Zink RC, Elliott S, Burleson K, Landis C, Reddy KR, Brown RS.",32856034,"10.1093/cid/ciaa1268",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis"
"81","Management of Drug Toxicity in Mycobacterium avium Complex Pulmonary Disease: An Expert Panel Survey","van Ingen J, Aliberti S, Andrejak C, Chalmers JD, Codecasa LR, Daley CL, Hasegawa N, Griffith DE, Hoefsloot W, Huitt G, Jarand J, Jhun BW, Loebinger MR, Marras TK, Morimoto K, Polverino E, Ringshausen FC, Santin M, Thomson R, Wagner D, Wallace RJ, Winthrop KL, Yim JJ.",32910814,"10.1093/cid/ciaa1361",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Potential conflicts of interest.  S. A. reports advisory
board membership from Insmed, outside the submitted work. C. A. reports consulting
fees from Insmed, outside the submitted work. J. D. C. reports research grants from
GlaxoSmithKline (GSK), Boehringer-Ingelheim, AstraZeneca, Pfizer, Bayer Healthcare,
Grifols, and Insmed; and personal fees from GSK, Boehringer-Ingelheim, Pfizer, Bayer
Healthcare, Grifols, Napp, Aradigm Corporation, and Insmed, outside the submitted
work. C. L. D. reports grants from Insmed, Spero, and Beyond Air; and personal fees
from Insmed, Paratek, Spero, Horizon, Mieji, Johnson & Johnson, Matinas
Biopharma, Cipla, and Beyond Air, outside the submitted work. N. H. reports
consulting fees from Insmed, outside the submitted work. J. v. I. reports manuscript
preparation support from Physicians World, advisory board membership from Insmed,
and a Veni personal grant from ZonMW/Ministry of Health, Netherlands, during the
conduct of the study; and reports advisory board membership from Janssen
Pharmaceuticals, Spero Therapeutics, and Paratek, outside the submitted work. M. R.
L. reports personal fees from Savara, Insmed, and Meiji, outside the submitted work.
T. K. M. was site principal investigator for a clinical trial in nontuberculous
mycobacterial (NTM) lung disease and consultant for studies in NTM lung disease, and
had funds paid to his institution from Insmed; received honoraria for continuing
medical education presentations in mycobacterial disease; had funds paid to
institution from AstraZeneca and Novartis; and had consultant fees paid to his
institution from Horizon Therapeutics, Spero Therapeutics, and RedHill Biopharma,
all outside the submitted work. K. L. W. reports personal fees from Insmed, outside
the submitted work. E. P. reports advisory board fees from Insmed, outside the
submitted work. F. C. R. reports grants from Bayer Healthcare, Grifols SA, Insmed,
Novartis, and InfectoPharm; personal fees from Bayer Healthcare, Grifols SA, Insmed,
AstraZeneca, Novartis, Chiesi, PARI, Vertex, and Boehringer Ingelheim; and clinical
trial participation from Insmed Inc, Novartis, Chiesi, Vertex, Parion, Celtaxsys,
Corbus, Zambon, GSK, Polyphor, and Boehringer Ingelheim, outside the submitted work.
R. T. reports personal fees from Insmed, Savara, and Beyond Air, outside the
submitted work. D. W. reports participation in Insmed prospective trials INS-212 and
INS-312, outside the submitted work. R. J. W. reports advisory board membership with
Insmed. K. L. W. reports research grants from Insmed, and personal fees from Insmed,
Johnson & Johnson, Paratek, Red Hill Biopharma, Horizon, and Spero, outside the
submitted work. All other authors report no potential conflicts of interest. All
authors have submitted the ICMJE Form for Disclosure of Potential Conflicts of
Interest. Conflicts that the editors consider relevant to the content of the
manuscript have been disclosed. Potential conflicts of interest.",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis"
"82","Viral Genomics to Inform Infection-control Response in Occupational Coronavirus Disease 2019 (COVID-19) Transmission","Whyler NCA, Sherry NL, Lane CR, Seemann T, Andersson P, Sait M, Graham M, Korman TM, Howden BP, Stuart RL.",32927479,"10.1093/cid/ciaa1385",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis"
"83","Lung Ultrasonography for Risk Stratification in Patients with Coronavirus Disease 2019 (COVID-19): A Prospective Observational Cohort Study","Brahier T, Meuwly JY, Pantet O, Brochu Vez MJ, Gerhard Donnet H, Hartley MA, Hugli O, Boillat-Blanco N.",32940646,"10.1093/cid/ciaa1408",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis"
"84","Indirect effects of the COVID-19 pandemic on malaria intervention coverage, morbidity, and mortality in Africa: a geospatial modelling analysis","Weiss DJ, Bertozzi-Villa A, Rumisha SF, Amratia P, Arambepola R, Battle KE, Cameron E, Chestnutt E, Gibson HS, Harris J, Keddie S, Millar JJ, Rozier J, Symons TL, Vargas-Ruiz C, Hay SI, Smith DL, Alonso PL, Noor AM, Bhatt S, Gething PW.",32971006,"10.1016/S1473-3099(20)30700-3",TRUE,FALSE,FALSE,"",FALSE,"",TRUE,"Declaration of interests We declare no competing interests.",TRUE,"AcknowledgmentsThis work was supported by the Bill & Melinda Gates Foundation (grant number OPP1152978). We thank Jenn Gardy for her assistance with analysis and interpretation; John Milliner, Melanie Renshaw, Marcy Erskine, and the Alliance for Malaria Prevention for their provision of updated information on recent and planned ITN deliveries and distributions; and Alastair Robb and David Schellenberg for their comments on earlier drafts of the manuscript.",FALSE,"",TRUE,2021,"Lancet Infect Dis"
