"","PMID","Title","Authors","Citation","First.Author","Journal.Book","Publication.Year","Create.Date","PMCID","NIHMS.ID","DOI"
"193",33906236,"Age-dependent Immune Response to the Biontech/Pfizer BNT162b2 Coronavirus Disease 2019 Vaccination","Müller L, Andrée M, Moskorz W, Drexler I, Walotka L, Grothmann R, Ptok J, Hillebrandt J, Ritchie A, Rabl D, Ostermann PN, Robitzsch R, Hauka S, Walker A, Menne C, Grutza R, Timm J, Adams O, Schaal H.","Clin Infect Dis. 2021 Dec 6;73(11):2065-2072. doi: 10.1093/cid/ciab381.","Müller L","Clin Infect Dis",2021,"2021/04/27","PMC8135422","","10.1093/cid/ciab381"
"194",33905481,"Vaccinated and Convalescent Donor-Derived Severe Acute Respiratory Syndrome Coronavirus 2-Specific T Cells as Adoptive Immunotherapy for High-Risk Coronavirus Disease 2019 Patients","Papayanni PG, Chasiotis D, Koukoulias K, Georgakopoulou A, Iatrou A, Gavriilaki E, Giannaki C, Bitzani M, Geka E, Tasioudis P, Chloros D, Fylaktou A, Kioumis I, Triantafyllidou M, Dimou-Besikli S, Karavalakis G, Boutou AK, Siotou E, Anagnostopoulos A, Papadopoulou A, Yannaki E.","Clin Infect Dis. 2021 Dec 6;73(11):2073-2082. doi: 10.1093/cid/ciab371.","Papayanni PG","Clin Infect Dis",2021,"2021/04/27","PMC8135332","","10.1093/cid/ciab371"
"195",33786589,"Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection Challenge Experiments in Nonhuman Primates: An Ethical Perspective","DeGrazia D, Miller FG.","Clin Infect Dis. 2021 Dec 6;73(11):2121-2125. doi: 10.1093/cid/ciab278.","DeGrazia D","Clin Infect Dis",2021,"2021/03/31","PMC8083670","","10.1093/cid/ciab278"
"196",33758912,"The Essential Role of Data and Safety Monitoring Boards (DSMBs) in Ensuring the Ethics of Global Vaccine Trials to Address Coronavirus Disease 2019 (COVID-19O)","Eckstein L, Rid A, Kamuya D, Shah SK.","Clin Infect Dis. 2021 Dec 6;73(11):2126-2130. doi: 10.1093/cid/ciab239.","Eckstein L","Clin Infect Dis",2021,"2021/03/24","PMC8083612","","10.1093/cid/ciab239"
"197",33410884,"Association Between Chronic Use of Immunosuppresive Drugs and Clinical Outcomes From Coronavirus Disease 2019 (COVID-19) Hospitalization: A Retrospective Cohort Study in a Large US Health System","Andersen KM, Mehta HB, Palamuttam N, Ford D, Garibaldi BT, Auwaerter PG, Segal J, Alexander GC.","Clin Infect Dis. 2021 Dec 6;73(11):e4124-e4130. doi: 10.1093/cid/ciaa1488.","Andersen KM","Clin Infect Dis",2021,"2021/01/07","PMC7953980","","10.1093/cid/ciaa1488"
"198",33388749,"Distinct Disease Severity Between Children and Older Adults With Coronavirus Disease 2019 (COVID-19): Impacts of ACE2 Expression, Distribution, and Lung Progenitor Cells","Zhang Z, Guo L, Huang L, Zhang C, Luo R, Zeng L, Liang H, Li Q, Lu X, Wang X, Ma CY, Shao J, Luo W, Li L, Liu L, Li Z, Zhou X, Zhang X, Liu J, Yang J, Kwan KY, Liu W, Xu Y, Jiang H, Liu H, Du H, Wu Y, Yu G, Chen J, Wu J, Zhang J, Liao C, Chen HJ, Chen Z, Tse HF, Xia H, Lian Q.","Clin Infect Dis. 2021 Dec 6;73(11):e4154-e4165. doi: 10.1093/cid/ciaa1911.","Zhang Z","Clin Infect Dis",2021,"2021/01/03","PMC7799282","","10.1093/cid/ciaa1911"
"199",33338197,"Reinfection With SARS-CoV-2: Implications for Vaccines","Cohen JI, Burbelo PD.","Clin Infect Dis. 2021 Dec 6;73(11):e4223-e4228. doi: 10.1093/cid/ciaa1866.","Cohen JI","Clin Infect Dis",2021,"2020/12/18","PMC7799323","","10.1093/cid/ciaa1866"
"200",33337474,"Impact of Sex and Metabolic Comorbidities on Coronavirus Disease 2019 (COVID-19) Mortality Risk Across Age Groups: 66 646 Inpatients Across 613 U.S. Hospitals","Goodman KE, Magder LS, Baghdadi JD, Pineles L, Levine AR, Perencevich EN, Harris AD.","Clin Infect Dis. 2021 Dec 6;73(11):e4113-e4123. doi: 10.1093/cid/ciaa1787.","Goodman KE","Clin Infect Dis",2021,"2020/12/18","PMC7799326","","10.1093/cid/ciaa1787"
"201",33315065,"Remdesivir Use in the Setting of Severe Renal Impairment: A Theoretical Concern or Real Risk?","Pettit NN, Pisano J, Nguyen CT, Lew AK, Hazra A, Sherer R, Mullane KM.","Clin Infect Dis. 2021 Dec 6;73(11):e3990-e3995. doi: 10.1093/cid/ciaa1851.","Pettit NN","Clin Infect Dis",2021,"2020/12/14","PMC7799321","","10.1093/cid/ciaa1851"
"202",33270107,"Viral Cultures for Coronavirus Disease 2019 Infectivity Assessment: A Systematic Review","Jefferson T, Spencer EA, Brassey J, Heneghan C.","Clin Infect Dis. 2021 Dec 6;73(11):e3884-e3899. doi: 10.1093/cid/ciaa1764.","Jefferson T","Clin Infect Dis",2021,"2020/12/03","PMC7799320","","10.1093/cid/ciaa1764"
"203",33252665,"Long COVID in the Faroe Islands: A Longitudinal Study Among Nonhospitalized Patients","Petersen MS, Kristiansen MF, Hanusson KD, Danielsen ME, Á Steig B, Gaini S, Strøm M, Weihe P.","Clin Infect Dis. 2021 Dec 6;73(11):e4058-e4063. doi: 10.1093/cid/ciaa1792.","Petersen MS","Clin Infect Dis",2021,"2020/11/30","PMC7799340","","10.1093/cid/ciaa1792"
"204",33197930,"Remote Household Observation for Noninfluenza Respiratory Viral Illness","Emanuels A, Heimonen J, O'Hanlon J, Kim AE, Wilcox N, McCulloch DJ, Brandstetter E, Wolf CR, Logue JK, Han PD, Pfau B, Newman KL, Hughes JP, Jackson ML, Uyeki TM, Boeckh M, Starita LM, Nickerson DA, Bedford T, Englund JA, Chu HY.","Clin Infect Dis. 2021 Dec 6;73(11):e4411-e4418. doi: 10.1093/cid/ciaa1719.","Emanuels A","Clin Infect Dis",2021,"2020/11/16","PMC7717193","","10.1093/cid/ciaa1719"
"205",33165503,"Randomized, Double-Blinded, Placebo-Controlled Phase 2 Trial of an Inactivated Severe Acute Respiratory Syndrome Coronavirus 2 Vaccine in Healthy Adults","Che Y, Liu X, Pu Y, Zhou M, Zhao Z, Jiang R, Yin Z, Xu M, Yin Q, Wang J, Pu J, Zhao H, Zhang Y, Wang L, Jiang Y, Lei J, Zheng Y, Liao Y, Long R, Yu L, Cui P, Yang H, Zhang Y, Li J, Chen W, He Z, Ma K, Hong C, Li D, Jiang G, Liu D, Xu X, Fan S, Cheng C, Zhao H, Yang J, Li Y, Zou Y, Zhu Y, Zhou Y, Guo Y, Yang T, Chen H, Xie Z, Li C, Li Q.","Clin Infect Dis. 2021 Dec 6;73(11):e3949-e3955. doi: 10.1093/cid/ciaa1703.","Che Y","Clin Infect Dis",2021,"2020/11/09","PMC7717222","","10.1093/cid/ciaa1703"
"206",33103195,"Sustained Response After Remdesivir and Convalescent Plasma Therapy in a B-Cell-Depleted Patient With Protracted Coronavirus Disease 2019 (COVID-19)","Malsy J, Veletzky L, Heide J, Hennigs A, Gil-Ibanez I, Stein A, Lütgehetmann M, Rosien U, Jasper D, Peine S, Hiller J, Haag F, Schmiedel S, Huber S, Jordan S, Addo MM, Schulze Zur Wiesch J.","Clin Infect Dis. 2021 Dec 6;73(11):e4020-e4024. doi: 10.1093/cid/ciaa1637.","Malsy J","Clin Infect Dis",2021,"2020/10/26","PMC7665388","","10.1093/cid/ciaa1637"
"207",33098645,"QTc Interval Prolongation and Life-Threatening Arrhythmias During Hospitalization in Patients With Coronavirus Disease 2019 (COVID-19): Results From a Multicenter Prospective Registry","Santoro F, Monitillo F, Raimondo P, Lopizzo A, Brindicci G, Gilio M, Musaico F, Mazzola M, Vestito D, Benedetto RD, Abumayyaleh M, El-Battrawy I, Santoro CR, Di Martino LFM, Akin I, De Stefano G, Fiorilli R, Cannone M, Saracino A, Angarano S, Carbonara S, Grasso S, Di Biase L, Brunetti ND.","Clin Infect Dis. 2021 Dec 6;73(11):e4031-e4038. doi: 10.1093/cid/ciaa1578.","Santoro F","Clin Infect Dis",2021,"2020/10/24","PMC7665434","","10.1093/cid/ciaa1578"
"208",33080000,"Different Transmission Dynamics of Coronavirus Disease 2019 (COVID-19) and Influenza Suggest the Relative Efficiency of Isolation/Quarantine and Social Distancing Against COVID-19 in China","Lei H, Wu X, Wang X, Xu M, Xie Y, Du X, Cowling BJ, Li Y, Shu Y.","Clin Infect Dis. 2021 Dec 6;73(11):e4305-e4311. doi: 10.1093/cid/ciaa1584.","Lei H","Clin Infect Dis",2021,"2020/10/20","PMC7665384","","10.1093/cid/ciaa1584"
"209",33079180,"Clinical Characteristics and Outcomes of Coronavirus Disease 2019 Patients Who Received Compassionate-Use Leronlimab","Yang B, Fulcher JA, Ahn J, Berro M, Goodman-Meza D, Dhody K, Sacha JB, Naeim A, Yang OO.","Clin Infect Dis. 2021 Dec 6;73(11):e4082-e4089. doi: 10.1093/cid/ciaa1583.","Yang B","Clin Infect Dis",2021,"2020/10/20","PMC7665416","","10.1093/cid/ciaa1583"
"210",33038215,"Interregional Transfers for Pandemic Surges","Michelson KA, Rees CA, Sarathy J, VonAchen P, Wornow M, Monuteaux MC, Neuman MI.","Clin Infect Dis. 2021 Dec 6;73(11):e4103-e4110. doi: 10.1093/cid/ciaa1549.","Michelson KA","Clin Infect Dis",2021,"2020/10/10","PMC7665371","NIHMS1640115","10.1093/cid/ciaa1549"
"211",33031500,"Compassionate Use of Remdesivir in Pregnant Women With Severe Coronavirus Disease 2019","Burwick RM, Yawetz S, Stephenson KE, Collier AY, Sen P, Blackburn BG, Kojic EM, Hirshberg A, Suarez JF, Sobieszczyk ME, Marks KM, Mazur S, Big C, Manuel O, Morlin G, Rose SJ, Naqvi M, Goldfarb IT, DeZure A, Telep L, Tan SK, Zhao Y, Hahambis T, Hindman J, Chokkalingam AP, Carter C, Das M, Osinusi AO, Brainard DM, Varughese TA, Kovalenko O, Sims MD, Desai S, Swamy G, Sheffield JS, Zash R, Short WR.","Clin Infect Dis. 2021 Dec 6;73(11):e3996-e4004. doi: 10.1093/cid/ciaa1466.","Burwick RM","Clin Infect Dis",2021,"2020/10/08","PMC7797739","","10.1093/cid/ciaa1466"
"212",33009907,"Survival of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) and Influenza Virus on Human Skin: Importance of Hand Hygiene in Coronavirus Disease 2019 (COVID-19)","Hirose R, Ikegaya H, Naito Y, Watanabe N, Yoshida T, Bandou R, Daidoji T, Itoh Y, Nakaya T.","Clin Infect Dis. 2021 Dec 6;73(11):e4329-e4335. doi: 10.1093/cid/ciaa1517.","Hirose R","Clin Infect Dis",2021,"2020/10/03","PMC7665347","","10.1093/cid/ciaa1517"
"213",32986793,"Clinical Epidemiology of Hospitalized Patients With Coronavirus Disease 2019 (COVID-19) in Japan: Report of the COVID-19 Registry Japan","Matsunaga N, Hayakawa K, Terada M, Ohtsu H, Asai Y, Tsuzuki S, Suzuki S, Toyoda A, Suzuki K, Endo M, Fujii N, Suzuki M, Saito S, Uemura Y, Shibata T, Kondo M, Izumi K, Terada-Hirashima J, Mikami A, Sugiura W, Ohmagari N.","Clin Infect Dis. 2021 Dec 6;73(11):e3677-e3689. doi: 10.1093/cid/ciaa1470.","Matsunaga N","Clin Infect Dis",2021,"2020/09/28","PMC7543311","","10.1093/cid/ciaa1470"
"214",32986102,"Risk Factors for In-hospital Mortality from Coronavirus Disease 2019 Infection Among Black Patients-An Urban Center Experience","Bhargava A, Sharma M, Riederer K, Fukushima EA, Szpunar SM, Saravolatz L.","Clin Infect Dis. 2021 Dec 6;73(11):e4005-e4011. doi: 10.1093/cid/ciaa1468.","Bhargava A","Clin Infect Dis",2021,"2020/09/28","PMC7543321","","10.1093/cid/ciaa1468"
"215",32971532,"Predictors at Admission of Mechanical Ventilation and Death in an Observational Cohort of Adults Hospitalized With Coronavirus Disease 2019","Jackson BR, Gold JAW, Natarajan P, Rossow J, Neblett Fanfair R, da Silva J, Wong KK, Browning SD, Bamrah Morris S, Rogers-Brown J, Hernandez-Romieu AC, Szablewski CM, Oosmanally N, Tobin-D'Angelo M, Drenzek C, Murphy DJ, Hollberg J, Blum JM, Jansen R, Wright DW, Sewell WM, Owens JD, Lefkove B, Brown FW, Burton DC, Uyeki TM, Bialek SR, Patel PR, Bruce BB.","Clin Infect Dis. 2021 Dec 6;73(11):e4141-e4151. doi: 10.1093/cid/ciaa1459.","Jackson BR","Clin Infect Dis",2021,"2020/09/24","PMC7543323","","10.1093/cid/ciaa1459"
"216",32955081,"Treatment of Coronavirus Disease 2019 Patients With Prolonged Postsymptomatic Viral Shedding With Leflunomide: A Single-center Randomized Controlled Clinical Trial","Wang M, Zhao Y, Hu W, Zhao D, Zhang Y, Wang T, Zheng Z, Li X, Zeng S, Liu Z, Lu L, Wan Z, Hu K.","Clin Infect Dis. 2021 Dec 6;73(11):e4012-e4019. doi: 10.1093/cid/ciaa1417.","Wang M","Clin Infect Dis",2021,"2020/09/21","PMC7543328","","10.1093/cid/ciaa1417"
"217",32948868,"Severe Acute Respiratory Syndrome Coronavirus 2 Spreads to Lymph Nodes and Strongly Expands CD4+ Effector Memory RA Cells in a Patient With Mild Coronavirus Disease 2019","Roldán-Santiago E, Benito-Berlinches A, Martínez-García L, Quereda C, Rodríguez-Martín E, Pérez-Elías P, López-Pintor JM, Walo-Delgado PE, Moreno-Zamora A, Fernández-Velasco JI, García-Abellás P, Ballester-González R, Villar LM, Pérez-Elías MJ.","Clin Infect Dis. 2021 Dec 6;73(11):e3970-e3973. doi: 10.1093/cid/ciaa1422.","Roldán-Santiago E","Clin Infect Dis",2021,"2020/09/19","PMC7543302","","10.1093/cid/ciaa1422"
"218",32940646,"Lung Ultrasonography for Risk Stratification in Patients with Coronavirus Disease 2019 (COVID-19): A Prospective Observational Cohort Study","Brahier T, Meuwly JY, Pantet O, Brochu Vez MJ, Gerhard Donnet H, Hartley MA, Hugli O, Boillat-Blanco N.","Clin Infect Dis. 2021 Dec 6;73(11):e4189-e4196. doi: 10.1093/cid/ciaa1408.","Brahier T","Clin Infect Dis",2021,"2020/09/17","PMC7543331","","10.1093/cid/ciaa1408"
"219",32852539,"Reduced Vitamin K Status as a Potentially Modifiable Risk Factor of Severe Coronavirus Disease 2019","Dofferhoff ASM, Piscaer I, Schurgers LJ, Visser MPJ, van den Ouweland JMW, de Jong PA, Gosens R, Hackeng TM, van Daal H, Lux P, Maassen C, Karssemeijer EGA, Vermeer C, Wouters EFM, Kistemaker LEM, Walk J, Janssen R.","Clin Infect Dis. 2021 Dec 6;73(11):e4039-e4046. doi: 10.1093/cid/ciaa1258.","Dofferhoff ASM","Clin Infect Dis",2021,"2020/08/28","PMC7499546","","10.1093/cid/ciaa1258"
"220",32827436,"How Do Presenting Symptoms and Outcomes Differ by Race/Ethnicity Among Hospitalized Patients With Coronavirus Disease 2019 Infection? Experience in Massachusetts","McCarty TR, Hathorn KE, Redd WD, Rodriguez NJ, Zhou JC, Bazarbashi AN, Njie C, Wong D, Trinh QD, Shen L, Stone VE, Chan WW.","Clin Infect Dis. 2021 Dec 6;73(11):e4131-e4138. doi: 10.1093/cid/ciaa1245.","McCarty TR","Clin Infect Dis",2021,"2020/08/23","PMC7499493","","10.1093/cid/ciaa1245"
"221",32812030,"Prevalence of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Asymptomatic Infections in 2 Large Academic Health Systems in Wisconsin","Rivera F, Safdar N, Ledeboer N, Schaack G, Chen DJ, Munoz-Price LS.","Clin Infect Dis. 2021 Dec 6;73(11):e3974-e3976. doi: 10.1093/cid/ciaa1225.","Rivera F","Clin Infect Dis",2021,"2020/08/20","PMC7454339","","10.1093/cid/ciaa1225"
"222",32766823,"Clinical Characteristics and Predictors of Outcomes of Hospitalized Patients With Coronavirus Disease 2019 in a Multiethnic London National Health Service Trust: A Retrospective Cohort Study","Perez-Guzman PN, Daunt A, Mukherjee S, Crook P, Forlano R, Kont MD, Løchen A, Vollmer M, Middleton P, Judge R, Harlow C, Soubieres A, Cooke G, White PJ, Hallett TB, Aylin P, Ferguson N, Hauck K, Thursz MR, Nayagam S.","Clin Infect Dis. 2021 Dec 6;73(11):e4047-e4057. doi: 10.1093/cid/ciaa1091.","Perez-Guzman PN","Clin Infect Dis",2021,"2020/08/09","PMC7454410","","10.1093/cid/ciaa1091"
"223",32766815,"Coronavirus Disease 2019 in Solid Organ Transplant: A Multicenter Cohort Study","Kates OS, Haydel BM, Florman SS, Rana MM, Chaudhry ZS, Ramesh MS, Safa K, Kotton CN, Blumberg EA, Besharatian BD, Tanna SD, Ison MG, Malinis M, Azar MM, Rakita RM, Morilla JA, Majeed A, Sait AS, Spaggiari M, Hemmige V, Mehta SA, Neumann H, Badami A, Goldman JD, Lala A, Hemmersbach-Miller M, McCort ME, Bajrovic V, Ortiz-Bautista C, Friedman-Moraco R, Sehgal S, Lease ED, Fisher CE, Limaye AP; UW COVID-19 SOT Study Team.","Clin Infect Dis. 2021 Dec 6;73(11):e4090-e4099. doi: 10.1093/cid/ciaa1097.","Kates OS","Clin Infect Dis",2021,"2020/08/09","PMC7454362","","10.1093/cid/ciaa1097"
"224",32719848,"Epidemiology of Invasive Pulmonary Aspergillosis Among Intubated Patients With COVID-19: A Prospective Study","Bartoletti M, Pascale R, Cricca M, Rinaldi M, Maccaro A, Bussini L, Fornaro G, Tonetti T, Pizzilli G, Francalanci E, Giuntoli L, Rubin A, Moroni A, Ambretti S, Trapani F, Vatamanu O, Ranieri VM, Castelli A, Baiocchi M, Lewis R, Giannella M, Viale P; PREDICO Study Group.","Clin Infect Dis. 2021 Dec 6;73(11):e3606-e3614. doi: 10.1093/cid/ciaa1065.","Bartoletti M","Clin Infect Dis",2021,"2020/07/29","PMC7454393","","10.1093/cid/ciaa1065"
"225",32717066,"Association Between Nonsteroidal Antiinflammatory Drug Use and Adverse Clinical Outcomes Among Adults Hospitalized With Coronavirus 2019 in South Korea: A Nationwide Study","Jeong HE, Lee H, Shin HJ, Choe YJ, Filion KB, Shin JY.","Clin Infect Dis. 2021 Dec 6;73(11):e4179-e4188. doi: 10.1093/cid/ciaa1056.","Jeong HE","Clin Infect Dis",2021,"2020/07/28","PMC7454423","","10.1093/cid/ciaa1056"
"226",32706859,"Remdesivir for Severe Coronavirus Disease 2019 (COVID-19) Versus a Cohort Receiving Standard of Care","Olender SA, Perez KK, Go AS, Balani B, Price-Haywood EG, Shah NS, Wang S, Walunas TL, Swaminathan S, Slim J, Chin B, De Wit S, Ali SM, Soriano Viladomiu A, Robinson P, Gottlieb RL, Tsang TYO, Lee IH, Hu H, Haubrich RH, Chokkalingam AP, Lin L, Zhong L, Bekele BN, Mera-Giler R, Phulpin C, Edgar H, Gallant J, Diaz-Cuervo H, Smith LE, Osinusi AO, Brainard DM, Bernardino JI; GS-US-540–5773 and GS-US-540–5807 Investigators.","Clin Infect Dis. 2021 Dec 6;73(11):e4166-e4174. doi: 10.1093/cid/ciaa1041.","Olender SA","Clin Infect Dis",2021,"2020/07/25","PMC7454434","","10.1093/cid/ciaa1041"
"227",32674126,"Hydroxychloroquine for Early Treatment of Adults With Mild Coronavirus Disease 2019: A Randomized, Controlled Trial","Mitjà O, Corbacho-Monné M, Ubals M, Tebé C, Peñafiel J, Tobias A, Ballana E, Alemany A, Riera-Martí N, Pérez CA, Suñer C, Laporte P, Admella P, Mitjà J, Clua M, Bertran L, Sarquella M, Gavilán S, Ara J, Argimon JM, Casabona J, Cuatrecasas G, Cañadas P, Elizalde-Torrent A, Fabregat R, Farré M, Forcada A, Flores-Mateo G, Muntada E, Nadal N, Narejos S, Nieto A, Prat N, Puig J, Quiñones C, Reyes-Ureña J, Ramírez-Viaplana F, Ruiz L, Riveira-Muñoz E, Sierra A, Velasco C, Vivanco-Hidalgo RM, Sentís A, G-Beiras C, Clotet B, Vall-Mayans M.","Clin Infect Dis. 2021 Dec 6;73(11):e4073-e4081. doi: 10.1093/cid/ciaa1009.","Mitjà O","Clin Infect Dis",2021,"2020/07/17","PMC7454406","","10.1093/cid/ciaa1009"
"228",32645144,"Risk Factors for Healthcare Personnel Infection With Endemic Coronaviruses (HKU1, OC43, NL63, 229E): Results from the Respiratory Protection Effectiveness Clinical Trial (ResPECT)","Cummings DAT, Radonovich LJ, Gorse GJ, Gaydos CA, Bessesen MT, Brown AC, Gibert CL, Hitchings MDT, Lessler J, Nyquist AC, Rattigan SM, Rodriguez-Barradas MC, Price CS, Reich NG, Simberkoff MS, Perl TM.","Clin Infect Dis. 2021 Dec 6;73(11):e4428-e4432. doi: 10.1093/cid/ciaa900.","Cummings DAT","Clin Infect Dis",2021,"2020/07/10","PMC7454439","","10.1093/cid/ciaa900"
"229",32634827,"Association Between Male Sex and Outcomes of Coronavirus Disease 2019 (COVID-19)-A Danish Nationwide, Register-based Study","Kragholm K, Andersen MP, Gerds TA, Butt JH, Østergaard L, Polcwiartek C, Phelps M, Andersson C, Gislason GH, Torp-Pedersen C, Køber L, Schou M, Fosbøl EL.","Clin Infect Dis. 2021 Dec 6;73(11):e4025-e4030. doi: 10.1093/cid/ciaa924.","Kragholm K","Clin Infect Dis",2021,"2020/07/08","PMC7454435","","10.1093/cid/ciaa924"
"230",32603425,"Impact of Severe Acute Respiratory Syndrome Coronavirus 2 Viral Load on Risk of Intubation and Mortality Among Hospitalized Patients With Coronavirus Disease 2019","Magleby R, Westblade LF, Trzebucki A, Simon MS, Rajan M, Park J, Goyal P, Safford MM, Satlin MJ.","Clin Infect Dis. 2021 Dec 6;73(11):e4197-e4205. doi: 10.1093/cid/ciaa851.","Magleby R","Clin Infect Dis",2021,"2020/07/01","PMC7337625","","10.1093/cid/ciaa851"
"231",32556143,"Compassionate Use of Hydroxychloroquine in Clinical Practice for Patients With Mild to Severe COVID-19 in a French University Hospital","Paccoud O, Tubach F, Baptiste A, Bleibtreu A, Hajage D, Monsel G, Tebano G, Boutolleau D, Klement E, Godefroy N, Palich R, Itani O, Faiçal A, Valantin MA, Tubiana R, Burrel S, Calvez V, Caumes E, Marcelin AG, Pourcher V.","Clin Infect Dis. 2021 Dec 6;73(11):e4064-e4072. doi: 10.1093/cid/ciaa791.","Paccoud O","Clin Infect Dis",2021,"2020/06/20","PMC7337663","","10.1093/cid/ciaa791"
"232",32173725,"Clinical Characteristics of Refractory Coronavirus Disease 2019 in Wuhan, China","Mo P, Xing Y, Xiao Y, Deng L, Zhao Q, Wang H, Xiong Y, Cheng Z, Gao S, Liang K, Luo M, Chen T, Song S, Ma Z, Chen X, Zheng R, Cao Q, Wang F, Zhang Y.","Clin Infect Dis. 2021 Dec 6;73(11):e4208-e4213. doi: 10.1093/cid/ciaa270.","Mo P","Clin Infect Dis",2021,"2020/03/17","PMC7184444","","10.1093/cid/ciaa270"
"233",34856937,"A Metabolomics approach for the diagnosis Of SecondAry InfeCtions in COVID-19 (MOSAIC): a study protocol","McCreath G, Whitfield PD, Roe AJ, Watson MJ, Sim MAB.","BMC Infect Dis. 2021 Dec 2;21(1):1204. doi: 10.1186/s12879-021-06832-y.","McCreath G","BMC Infect Dis",2021,"2021/12/03","PMC8637512","","10.1186/s12879-021-06832-y"
"234",34808082,"SARS-CoV-2 B.1.1.7 Variant Infection in Malayan Tigers, Virginia, USA","Mitchell PK, Martins M, Reilly T, Caserta LC, Anderson RR, Cronk BD, Murphy J, Goodrich EL, Diel DG.","Emerg Infect Dis. 2021 Dec;27(12):3171-3173. doi: 10.3201/eid2712.211234.","Mitchell PK","Emerg Infect Dis",2021,"2021/11/22","PMC8632162","","10.3201/eid2712.211234"
"235",34808080,"Surge of Typhoid Intestinal Perforations as Possible Result of COVID-19-Associated Delays in Seeking Care, Madagascar","Jeon HJ, Marks F, Sugimoto J, Im J, Kang SSY, Haselbeck A, Rakotozandrindrainy R.","Emerg Infect Dis. 2021 Dec;27(12):3163-3165. doi: 10.3201/eid2712.210516.","Jeon HJ","Emerg Infect Dis",2021,"2021/11/22","PMC8632171","","10.3201/eid2712.210516"
"236",34808078,"Surface‒Aerosol Stability and Pathogenicity of Diverse Middle East Respiratory Syndrome Coronavirus Strains, 2012‒2018","van Doremalen N, Letko M, Fischer RJ, Bushmaker T, Schulz J, Yinda CK, Seifert SN, Kim NJ, Hemida MG, Kayali G, Park WB, Perera RAPM, Tamin A, Thornburg NJ, Tong S, Queen K, van Kerkhove MD, Choi YK, Oh MD, Assiri AM, Peiris M, Gerber SI, Munster VJ.","Emerg Infect Dis. 2021 Dec;27(12):3052-3062. doi: 10.3201/eid2712.210344.","van Doremalen N","Emerg Infect Dis",2021,"2021/11/22","PMC8632154","","10.3201/eid2712.210344"
"237",34808076,"Novel Use of Capture-Recapture Methods to Estimate Completeness of Contact Tracing during an Ebola Outbreak, Democratic Republic of the Congo, 2018-2020","Polonsky JA, Böhning D, Keita M, Ahuka-Mundeke S, Nsio-Mbeta J, Abedi AA, Mossoko M, Estill J, Keiser O, Kaiser L, Yoti Z, Sangnawakij P, Lerdsuwansri R, Vilas VJDR.","Emerg Infect Dis. 2021 Dec;27(12):3063-3072. doi: 10.3201/eid2712.204958.","Polonsky JA","Emerg Infect Dis",2021,"2021/11/22","PMC8632194","","10.3201/eid2712.204958"
"238",34757202,"Emerging socio-economic disparities in COVID-19-related deaths during the second pandemic wave in Germany","Hoebel J, Michalski N, Diercke M, Hamouda O, Wahrendorf M, Dragano N, Nowossadeck E.","Int J Infect Dis. 2021 Dec;113:344-346. doi: 10.1016/j.ijid.2021.10.037. Epub 2021 Oct 29.","Hoebel J","Int J Infect Dis",2021,"2021/11/10","PMC8558828","","10.1016/j.ijid.2021.10.037"
"239",34757007,"Performance and cost-effectiveness of a pooled testing strategy for SARS-CoV-2 using real-time polymerase chain reaction in Uganda","Bogere N, Bongomin F, Katende A, Ssebambulidde K, Ssengooba W, Ssenfuka H, Kigozi E, Biraro S, Kateete DP, Andia-Biraro I.","Int J Infect Dis. 2021 Dec;113:355-358. doi: 10.1016/j.ijid.2021.10.038. Epub 2021 Oct 28.","Bogere N","Int J Infect Dis",2021,"2021/11/10","PMC8553367","","10.1016/j.ijid.2021.10.038"
"240",34739078,"Severe Acute Respiratory Syndrome Coronavirus 2 Infection Induces Greater T-Cell Responses Compared to Vaccination in Solid Organ Transplant Recipients","Ferreira VH, Marinelli T, Ierullo M, Ku T, Hall VG, Majchrzak-Kita B, Kulasingam V, Humar A, Kumar D.","J Infect Dis. 2021 Dec 1;224(11):1849-1860. doi: 10.1093/infdis/jiab542.","Ferreira VH","J Infect Dis",2021,"2021/11/05","PMC8689890","","10.1093/infdis/jiab542"
"241",34718664,"Germinal Center-Induced Immunity Is Correlated With Protection Against SARS-CoV-2 Reinfection But Not Lung Damage","Kim G, Kim DH, Oh H, Bae S, Kwon J, Kim MJ, Lee E, Hwang EH, Jung H, Koo BS, Baek SH, Kang P, An YJ, Park JH, Park JH, Lyoo KS, Ryu CM, Kim SH, Hong JJ.","J Infect Dis. 2021 Dec 1;224(11):1861-1872. doi: 10.1093/infdis/jiab535.","Kim G","J Infect Dis",2021,"2021/10/31","PMC8643412","","10.1093/infdis/jiab535"
